#
"rh(51)"	"Normalforce"	"DATAN(TANDJA(1,1))"	"a(1,1)"	"b(1,1)"	"BJA(2,1,1)+0,75"	"R0J(1,1)"	"c11"	"c22"	"c23"	"BJA(3,1,1)"	"Penetration"	"BJA(2,1,1)+0.75+rh(51)"
-1.4200000000e-03 6.6664038661e+04 1.0873776000e-02 5.8577500000e-03 5.8866400000e-03 7.5872234090e-01 4.2485193000e-01 4.2315574419e+00 3.6969917544e+00 1.4818293979e+00 -6.9548952000e-05 6.5516100000e-05 0.0000000000e+00
-1.4100000000e-03 6.6664044518e+04 1.0865693000e-02 5.8568900000e-03 5.8906700000e-03 7.5870814880e-01 4.2485206000e-01 4.2306857189e+00 3.6959164987e+00 1.4809155817e+00 -6.9472965000e-05 6.5565600000e-05 0.0000000000e+00
-1.4000000000e-03 6.6664050298e+04 1.0857711000e-02 5.8560200000e-03 5.8947300000e-03 7.5869393440e-01 4.2485218000e-01 4.2298014778e+00 3.6947956066e+00 1.4799898918e+00 -6.9397012000e-05 6.5611200000e-05 0.0000000000e+00
-1.3900000000e-03 6.6664055999e+04 1.0849832000e-02 5.8551600000e-03 5.8988500000e-03 7.5867969730e-01 4.2485231000e-01 4.2289388586e+00 3.6937028407e+00 1.4790633107e+00 -6.9321371000e-05 6.5654300000e-05 0.0000000000e+00
-1.3800000000e-03 6.6664061619e+04 1.0842060000e-02 5.8542800000e-03 5.9029700000e-03 7.5866543840e-01 4.2485244000e-01 4.2280575018e+00 3.6925896521e+00 1.4781280923e+00 -6.9245507000e-05 6.5696400000e-05 0.0000000000e+00
-1.3700000000e-03 6.6664067157e+04 1.0834396000e-02 5.8533800000e-03 5.9071300000e-03 7.5865115710e-01 4.2485257000e-01 4.2271638158e+00 3.6914660726e+00 1.4771871086e+00 -6.9169718000e-05 6.5738800000e-05 0.0000000000e+00
-1.3600000000e-03 6.6664072610e+04 1.0826843000e-02 5.8524900000e-03 5.9113300000e-03 7.5863685360e-01 4.2485270000e-01 4.2262711703e+00 3.6903132517e+00 1.4762290540e+00 -6.9094006000e-05 6.5782900000e-05 0.0000000000e+00
-1.3500000000e-03 6.6664077978e+04 1.0819403000e-02 5.8515800000e-03 5.9155500000e-03 7.5862252780e-01 4.2485283000e-01 4.2253805902e+00 3.6891975927e+00 1.4752787570e+00 -6.9018381000e-05 6.5829600000e-05 0.0000000000e+00
-1.3400000000e-03 6.6664083260e+04 1.0812078000e-02 5.8506700000e-03 5.9198100000e-03 7.5860817930e-01 4.2485296000e-01 4.2244633953e+00 3.6880241534e+00 1.4743152526e+00 -6.8942850000e-05 6.5878200000e-05 0.0000000000e+00
-1.3300000000e-03 6.6664088453e+04 1.0804871000e-02 5.8497500000e-03 5.9241000000e-03 7.5859380770e-01 4.2485310000e-01 4.2235340115e+00 3.6868753968e+00 1.4733520355e+00 -6.8867420000e-05 6.5927700000e-05 0.0000000000e+00
-1.3200000000e-03 6.6664093558e+04 1.0797782000e-02 5.8488200000e-03 5.9284200000e-03 7.5857941280e-01 4.2485323000e-01 4.2226273763e+00 3.6857164317e+00 1.4723772794e+00 -6.8792098000e-05 6.5977400000e-05 0.0000000000e+00
-1.3100000000e-03 6.6664098572e+04 1.0790814000e-02 5.8478900000e-03 5.9327800000e-03 7.5856499390e-01 4.2485336000e-01 4.2216942879e+00 3.6845696603e+00 1.4713953790e+00 -6.8716890000e-05 6.6026100000e-05 0.0000000000e+00
-1.3000000000e-03 6.6664103495e+04 1.0783969000e-02 5.8469500000e-03 5.9371700000e-03 7.5855055100e-01 4.2485350000e-01 4.2207491512e+00 3.6833779152e+00 1.4704079507e+00 -6.8641804000e-05 6.6073800000e-05 0.0000000000e+00
-1.2900000000e-03 6.6664108325e+04 1.0777249000e-02 5.8460000000e-03 5.9415900000e-03 7.5853608360e-01 4.2485363000e-01 4.2198268443e+00 3.6822109523e+00 1.4694209398e+00 -6.8566849000e-05 6.6120400000e-05 0.0000000000e+00
-1.2800000000e-03 6.6664113060e+04 1.0770656000e-02 5.8450400000e-03 5.9460400000e-03 7.5852159150e-01 4.2485377000e-01 4.2188925609e+00 3.6809991591e+00 1.4684284643e+00 -6.8492037000e-05 6.6166100000e-05 0.0000000000e+00
-1.2700000000e-03 6.6664117699e+04 1.0764194000e-02 5.8440800000e-03 5.9505300000e-03 7.5850707450e-01 4.2485391000e-01 4.2179320514e+00 3.6798345115e+00 1.4674230958e+00 -6.8417378000e-05 6.6210800000e-05 0.0000000000e+00
-1.2600000000e-03 6.6664122240e+04 1.0757864000e-02 5.8431200000e-03 5.9550600000e-03 7.5849253230e-01 4.2485404000e-01 4.2169453949e+00 3.6786126798e+00 1.4664107861e+00 -6.8342886000e-05 6.6254900000e-05 0.0000000000e+00
-1.2500000000e-03 6.6664126682e+04 1.0751669000e-02 5.8421400000e-03 5.9596300000e-03 7.5847796470e-01 4.2485418000e-01 4.2159818435e+00 3.6774158702e+00 1.4653991035e+00 -6.8268575000e-05 6.6299300000e-05 0.0000000000e+00
-1.2400000000e-03 6.6664130897e+04 1.0745787000e-02 5.8411700000e-03 5.9642500000e-03 7.5846337160e-01 4.2485432000e-01 4.2150126965e+00 3.6761496085e+00 1.4643672334e+00 -6.8194457000e-05 6.6344700000e-05 0.0000000000e+00
-1.2300000000e-03 6.6664133979e+04 1.0741484000e-02 5.8401800000e-03 5.9689000000e-03 7.5844875280e-01 4.2485446000e-01 4.2140390632e+00 3.6749493411e+00 1.4633397651e+00 -6.8120548000e-05 6.6392300000e-05 0.0000000000e+00
-1.2200000000e-03 6.6664135731e+04 1.0739036000e-02 5.8392000000e-03 5.9736100000e-03 7.5843410830e-01 4.2485460000e-01 4.2130181965e+00 3.6737083148e+00 1.4623003001e+00 -6.8046863000e-05 6.6443400000e-05 0.0000000000e+00
-1.2100000000e-03 6.6664136132e+04 1.0738476000e-02 5.8382100000e-03 5.9783600000e-03 7.5841943770e-01 4.2485474000e-01 4.2120480513e+00 3.6724515182e+00 1.4612520155e+00 -6.7973416000e-05 6.6498200000e-05 0.0000000000e+00
-1.2000000000e-03 6.6664135158e+04 1.0739837000e-02 5.8372100000e-03 5.9831700000e-03 7.5840474050e-01 4.2485489000e-01 4.2110106050e+00 3.6712013865e+00 1.4601993649e+00 -6.7900217000e-05 6.6555400000e-05 0.0000000000e+00
-1.1900000000e-03 6.6664132784e+04 1.0743152000e-02 5.8362200000e-03 5.9880300000e-03 7.5839001610e-01 4.2485503000e-01 4.2100024825e+00 3.6699169139e+00 1.4591327035e+00 -6.7827279000e-05 6.6612400000e-05 0.0000000000e+00
-1.1800000000e-03 6.6664128984e+04 1.0748457000e-02 5.8352200000e-03 5.9929600000e-03 7.5837526320e-01 4.2485517000e-01 4.2089548625e+00 3.6686331225e+00 1.4580522968e+00 -6.7754608000e-05 6.6668500000e-05 0.0000000000e+00
-1.1700000000e-03 6.6664123729e+04 1.0755788000e-02 5.8342200000e-03 5.9979500000e-03 7.5836048170e-01 4.2485532000e-01 4.2079368273e+00 3.6673153498e+00 1.4569698185e+00 -6.7682221000e-05 6.6721400000e-05 0.0000000000e+00
-1.1600000000e-03 6.6664116988e+04 1.0765184000e-02 5.8332200000e-03 6.0030000000e-03 7.5834567110e-01 4.2485547000e-01 4.2068792873e+00 3.6660328028e+00 1.4558736393e+00 -6.7610135000e-05 6.6772800000e-05 0.0000000000e+00
-1.1500000000e-03 6.6664108732e+04 1.0776682000e-02 5.8322100000e-03 6.0081400000e-03 7.5833083130e-01 4.2485561000e-01 4.2058031026e+00 3.6647044163e+00 1.4547683473e+00 -6.7538366000e-05 6.6824300000e-05 0.0000000000e+00
-1.1400000000e-03 6.6664098926e+04 1.0790322000e-02 5.8312100000e-03 6.0133500000e-03 7.5831596200e-01 4.2485576000e-01 4.2047424613e+00 3.6633644933e+00 1.4536479823e+00 -6.7466935000e-05 6.6877500000e-05 0.0000000000e+00
-1.1300000000e-03 6.6664087537e+04 1.0806143000e-02 5.8302100000e-03 6.0186400000e-03 7.5830106330e-01 4.2485591000e-01 4.2036631355e+00 3.6620133125e+00 1.4525127491e+00 -6.7395862000e-05 6.6933800000e-05 0.0000000000e+00
-1.1200000000e-03 6.6664074526e+04 1.0824188000e-02 5.8292100000e-03 6.0240300000e-03 7.5828613450e-01 4.2485606000e-01 4.2025512828e+00 3.6606388221e+00 1.4513671450e+00 -6.7325163000e-05 6.6995300000e-05 0.0000000000e+00
-1.1100000000e-03 6.6664059856e+04 1.0844499000e-02 5.8282200000e-03 6.0295100000e-03 7.5827117500e-01 4.2485621000e-01 4.2014412421e+00 3.6592409612e+00 1.4502053385e+00 -6.7254858000e-05 6.7060600000e-05 0.0000000000e+00
-1.1000000000e-03 6.6664043484e+04 1.0867121000e-02 5.8272200000e-03 6.0351000000e-03 7.5825618390e-01 4.2485637000e-01 4.2002991798e+00 3.6578202934e+00 1.4490276942e+00 -6.7184956000e-05 6.7128100000e-05 0.0000000000e+00
-1.0900000000e-03 6.6664025366e+04 1.0892101000e-02 5.8262300000e-03 6.0407900000e-03 7.5824116010e-01 4.2485652000e-01 4.1991521862e+00 3.6564048585e+00 1.4478362771e+00 -6.7115462000e-05 6.7195700000e-05 0.0000000000e+00
-1.0800000000e-03 6.6664005454e+04 1.0919488000e-02 5.8252500000e-03 6.0465900000e-03 7.5822610260e-01 4.2485668000e-01 4.1979590676e+00 3.6549543499e+00 1.4466218210e+00 -6.7046382000e-05 6.7262000000e-05 0.0000000000e+00
-1.0700000000e-03 6.6663983699e+04 1.0949332000e-02 5.8242600000e-03 6.0524900000e-03 7.5821101100e-01 4.2485683000e-01 4.1968099892e+00 3.6534875334e+00 1.4454012815e+00 -6.6977724000e-05 6.7327900000e-05 0.0000000000e+00
-1.0600000000e-03 6.6663960049e+04 1.0981683000e-02 5.8232900000e-03 6.0585100000e-03 7.5819588460e-01 4.2485699000e-01 4.1956009192e+00 3.6520079744e+00 1.4441564423e+00 -6.6909496000e-05 6.7394700000e-05 0.0000000000e+00
-1.0500000000e-03 6.6663934449e+04 1.1016595000e-02 5.8223100000e-03 6.0646300000e-03 7.5818072290e-01 4.2485715000e-01 4.1943675318e+00 3.6505123990e+00 1.4428999869e+00 -6.6841703000e-05 6.7463500000e-05 0.0000000000e+00
-1.0400000000e-03 6.6663906842e+04 1.1054121000e-02 5.8213400000e-03 6.0708700000e-03 7.5816552540e-01 4.2485731000e-01 4.1931502280e+00 3.6489764035e+00 1.4416289935e+00 -6.6774353000e-05 6.7535700000e-05 0.0000000000e+00
-1.0300000000e-03 6.6663877163e+04 1.1094320000e-02 5.8203700000e-03 6.0772100000e-03 7.5815029100e-01 4.2485747000e-01 4.1919016711e+00 3.6474526715e+00 1.4403371663e+00 -6.6707444000e-05 6.7610300000e-05 0.0000000000e+00
-1.0200000000e-03 6.6663845349e+04 1.1137252000e-02 5.8194100000e-03 6.0836700000e-03 7.5813501870e-01 4.2485764000e-01 4.1906352242e+00 3.6458546949e+00 1.4390310754e+00 -6.6640976000e-05 6.7685200000e-05 0.0000000000e+00
-1.0100000000e-03 6.6663811327e+04 1.1182980000e-02 5.8184500000e-03 6.0902300000e-03 7.5811970700e-01 4.2485780000e-01 4.1893719913e+00 3.6442692864e+00 1.4377101736e+00 -6.6574945000e-05 6.7758500000e-05 0.0000000000e+00
-1.0000000000e-03 6.6663775022e+04 1.1231571000e-02 5.8174900000e-03 6.0968900000e-03 7.5810435480e-01 4.2485797000e-01 4.1880779572e+00 3.6426965174e+00 1.4363745898e+00 -6.6509348000e-05 6.7828700000e-05 0.0000000000e+00
-9.9000000000e-04 6.6663736357e+04 1.1283090000e-02 5.8165400000e-03 6.1036500000e-03 7.5808896150e-01 4.2485813000e-01 4.1867461056e+00 3.6410620600e+00 1.4350264710e+00 -6.6444183000e-05 6.7897300000e-05 0.0000000000e+00
-9.8000000000e-04 6.6663695253e+04 1.1337603000e-02 5.8155800000e-03 6.1105100000e-03 7.5807352660e-01 4.2485830000e-01 4.1854250543e+00 3.6394467728e+00 1.4336619084e+00 -6.6379444000e-05 6.7966300000e-05 0.0000000000e+00
-9.7000000000e-04 6.6663651625e+04 1.1395179000e-02 5.8146300000e-03 6.1174500000e-03 7.5805804950e-01 4.2485847000e-01 4.1841141743e+00 3.6377820944e+00 1.4322863848e+00 -6.6315127000e-05 6.8037900000e-05 0.0000000000e+00
-9.6000000000e-04 6.6663605385e+04 1.1455885000e-02 5.8136700000e-03 6.1244900000e-03 7.5804253010e-01 4.2485864000e-01 4.1827462856e+00 3.6361368170e+00 1.4309003713e+00 -6.6251255000e-05 6.8114800000e-05 0.0000000000e+00
-9.5000000000e-04 6.6663556436e+04 1.1519799000e-02 5.8127200000e-03 6.1316300000e-03 7.5802696720e-01 4.2485882000e-01 4.1814090941e+00 3.6344306274e+00 1.4294966137e+00 -6.6187849000e-05 6.8196300000e-05 0.0000000000e+00
-9.4000000000e-04 6.6663505385e+04 1.1586082000e-02 5.8117700000e-03 6.1388800000e-03 7.5801135900e-01 4.2485899000e-01 4.1800351674e+00 3.6327319416e+00 1.4280811262e+00 -6.6124925000e-05 6.8277600000e-05 0.0000000000e+00
-9.3000000000e-04 6.6663455410e+04 1.1650604000e-02 5.8108200000e-03 6.1462600000e-03 7.5799570350e-01 4.2485917000e-01 4.1786449951e+00 3.6310290423e+00 1.4266470759e+00 -6.6062503000e-05 6.8353800000e-05 0.0000000000e+00
-9.2000000000e-04 6.6663406970e+04 1.1712803000e-02 5.8098800000e-03 6.1537900000e-03 7.5797999900e-01 4.2485935000e-01 4.1772179917e+00 3.6292702139e+00 1.4251896705e+00 -6.6000600000e-05 6.8422200000e-05 0.0000000000e+00
-9.1000000000e-04 6.6663360146e+04 1.1772616000e-02 5.8089500000e-03 6.1614700000e-03 7.5796424470e-01 4.2485953000e-01 4.1757882006e+00 3.6274895832e+00 1.4237147668e+00 -6.5939227000e-05 6.8484400000e-05 0.0000000000e+00
-9.0000000000e-04 6.6663315020e+04 1.1829973000e-02 5.8080300000e-03 6.1693300000e-03 7.5794843990e-01 4.2485971000e-01 4.1743354640e+00 3.6257035022e+00 1.4222121731e+00 -6.5878401000e-05 6.8543800000e-05 0.0000000000e+00
-8.9000000000e-04 6.6663271675e+04 1.1884807000e-02 5.8071200000e-03 6.1773900000e-03 7.5793258370e-01 4.2485989000e-01 4.1728465116e+00 3.6238667288e+00 1.4206865050e+00 -6.5818142000e-05 6.8603000000e-05 0.0000000000e+00
-8.8000000000e-04 6.6663230194e+04 1.1937046000e-02 5.8062300000e-03 6.1856900000e-03 7.5791667520e-01 4.2486008000e-01 4.1713211724e+00 3.6219836708e+00 1.4191205805e+00 -6.5758473000e-05 6.8664700000e-05 0.0000000000e+00
-8.7000000000e-04 6.6663190663e+04 1.1986618000e-02 5.8053600000e-03 6.1942500000e-03 7.5790071310e-01 4.2486027000e-01 4.1697799559e+00 3.6200430550e+00 1.4175247262e+00 -6.5699424000e-05 6.8732000000e-05 0.0000000000e+00
-8.6000000000e-04 6.6663153166e+04 1.2033450000e-02 5.8045300000e-03 6.2030900000e-03 7.5788469590e-01 4.2486045000e-01 4.1681953464e+00 3.6180884252e+00 1.4158963006e+00 -6.5641279000e-05 6.8805100000e-05 0.0000000000e+00
-8.5000000000e-04 6.6663117803e+04 1.2077451000e-02 5.8050800000e-03 6.2118300000e-03 7.5786862130e-01 4.2486065000e-01 4.1668670151e+00 3.6164457148e+00 1.4145292425e+00 -6.5579578000e-05 6.8880300000e-05 0.0000000000e+00
-8.4000000000e-04 6.6663084676e+04 1.2118524000e-02 5.8077500000e-03 6.2202400000e-03 7.5785248840e-01 4.2486084000e-01 4.1659494596e+00 3.6153532155e+00 1.4136014586e+00 -6.5512144000e-05 6.8953200000e-05 0.0000000000e+00
-8.3000000000e-04 6.6663053861e+04 1.2156606000e-02 5.8104800000e-03 6.2288600000e-03 7.5783629480e-01 4.2486103000e-01 4.1650471402e+00 3.6142012671e+00 1.4126514995e+00 -6.5445522000e-05 6.9020200000e-05 0.0000000000e+00
-8.2000000000e-04 6.6663025461e+04 1.2191599000e-02 5.8132200000e-03 6.2375900000e-03 7.5782003910e-01 4.2486123000e-01 4.1641288689e+00 3.6130456721e+00 1.4116871417e+00 -6.5378873000e-05 6.9080200000e-05 0.0000000000e+00
-8.1000000000e-04 6.6662999576e+04 1.2223405000e-02 5.8159800000e-03 6.2464200000e-03 7.5780372050e-01 4.2486143000e-01 4.1631608713e+00 3.6118859784e+00 1.4107136891e+00 -6.5312361000e-05 6.9135700000e-05 0.0000000000e+00
-8.0000000000e-04 6.6662976315e+04 1.2251917000e-02 5.8187500000e-03 6.2552900000e-03 7.5778733870e-01 4.2486163000e-01 4.1622236399e+00 3.6106965247e+00 1.4097385107e+00 -6.5245893000e-05 6.9187900000e-05 0.0000000000e+00
-7.9000000000e-04 6.6662955782e+04 1.2277030000e-02 5.8215200000e-03 6.2641800000e-03 7.5777089340e-01 4.2486183000e-01 4.1612710574e+00 3.6095283461e+00 1.4087664667e+00 -6.5179371000e-05 6.9238200000e-05 0.0000000000e+00
-7.8000000000e-04 6.6662938086e+04 1.2298632000e-02 5.8243500000e-03 6.2730400000e-03 7.5775438440e-01 4.2486203000e-01 4.1603597164e+00 3.6083729101e+00 1.4078090329e+00 -6.5112630000e-05 6.9287900000e-05 0.0000000000e+00
-7.7000000000e-04 6.6662923333e+04 1.2316612000e-02 5.8272400000e-03 6.2818900000e-03 7.5773781140e-01 4.2486224000e-01 4.1594429646e+00 3.6072515929e+00 1.4068647498e+00 -6.5045699000e-05 6.9337800000e-05 0.0000000000e+00
-7.6000000000e-04 6.6662911628e+04 1.2330859000e-02 5.8301200000e-03 6.2907600000e-03 7.5772117390e-01 4.2486245000e-01 4.1585178090e+00 3.6060912500e+00 1.4059214475e+00 -6.4978733000e-05 6.9387900000e-05 0.0000000000e+00
-7.5000000000e-04 6.6662903078e+04 1.2341256000e-02 5.8330100000e-03 6.2996800000e-03 7.5770447110e-01 4.2486266000e-01 4.1575831774e+00 3.6049613425e+00 1.4049727271e+00 -6.4911766000e-05 6.9437500000e-05 0.0000000000e+00
-7.4000000000e-04 6.6662897787e+04 1.2347685000e-02 5.8359000000e-03 6.3086500000e-03 7.5768770210e-01 4.2486287000e-01 4.1566790508e+00 3.6038021352e+00 1.4040221957e+00 -6.4844824000e-05 6.9485800000e-05 0.0000000000e+00
-7.3000000000e-04 6.6662895860e+04 1.2350026000e-02 5.8387900000e-03 6.3177200000e-03 7.5767086600e-01 4.2486308000e-01 4.1557395513e+00 3.6026508527e+00 1.4030531825e+00 -6.4777935000e-05 6.9532000000e-05 0.0000000000e+00
-7.2000000000e-04 6.6662897403e+04 1.2348152000e-02 5.8416900000e-03 6.3268900000e-03 7.5765396160e-01 4.2486330000e-01 4.1547904476e+00 3.6014685335e+00 1.4020729462e+00 -6.4711129000e-05 6.9575800000e-05 0.0000000000e+00
-7.1000000000e-04 6.6662902518e+04 1.2341936000e-02 5.8445900000e-03 6.3362100000e-03 7.5763698780e-01 4.2486351000e-01 4.1538387106e+00 3.6002657250e+00 1.4010738777e+00 -6.4644434000e-05 6.9616700000e-05 0.0000000000e+00
-7.0000000000e-04 6.6662910344e+04 1.2332421000e-02 5.8475000000e-03 6.3456600000e-03 7.5761994340e-01 4.2486373000e-01 4.1528250756e+00 3.5990477000e+00 1.4000590665e+00 -6.4577835000e-05 6.9654800000e-05 0.0000000000e+00
-6.9000000000e-04 6.6662916967e+04 1.2324363000e-02 5.8504100000e-03 6.3552300000e-03 7.5760282760e-01 4.2486395000e-01 4.1518285155e+00 3.5977937780e+00 1.3990247651e+00 -6.4511275000e-05 6.9690600000e-05 0.0000000000e+00
-6.8000000000e-04 6.6662921920e+04 1.2318333000e-02 5.8533100000e-03 6.3648900000e-03 7.5758563970e-01 4.2486418000e-01 4.1508430624e+00 3.5965272455e+00 1.3979792165e+00 -6.4444691000e-05 6.9724900000e-05 0.0000000000e+00
-6.7000000000e-04 6.6662925152e+04 1.2314397000e-02 5.8562100000e-03 6.3746100000e-03 7.5756837930e-01 4.2486440000e-01 4.1498162793e+00 3.5952589645e+00 1.3969287688e+00 -6.4378018000e-05 6.9757800000e-05 0.0000000000e+00
-6.6000000000e-04 6.6662926611e+04 1.2312619000e-02 5.8590900000e-03 6.3843600000e-03 7.5755104590e-01 4.2486463000e-01 4.1487820485e+00 3.5939857584e+00 1.3958692723e+00 -6.4311188000e-05 6.9789800000e-05 0.0000000000e+00
-6.5000000000e-04 6.6662926244e+04 1.2313066000e-02 5.8619500000e-03 6.3940900000e-03 7.5753363960e-01 4.2486486000e-01 4.1477728939e+00 3.5927357929e+00 1.3948171970e+00 -6.4244136000e-05 6.9821100000e-05 0.0000000000e+00
-6.4000000000e-04 6.6662923995e+04 1.2315806000e-02 5.8647800000e-03 6.4037800000e-03 7.5751616060e-01 4.2486509000e-01 4.1467443441e+00 3.5914619118e+00 1.3937668688e+00 -6.4176798000e-05 6.9852100000e-05 0.0000000000e+00
-6.3000000000e-04 6.6662919808e+04 1.2320904000e-02 5.8675900000e-03 6.4134100000e-03 7.5749860910e-01 4.2486532000e-01 4.1457346223e+00 3.5902015546e+00 1.3927265619e+00 -6.4109144000e-05 6.9883000000e-05 0.0000000000e+00
-6.2000000000e-04 6.6662913625e+04 1.2328430000e-02 5.8703700000e-03 6.4229700000e-03 7.5748098550e-01 4.2486556000e-01 4.1447572154e+00 3.5889664028e+00 1.3916926356e+00 -6.4041180000e-05 6.9913800000e-05 0.0000000000e+00
-6.1000000000e-04 6.6662905384e+04 1.2338452000e-02 5.8731200000e-03 6.4324800000e-03 7.5746328970e-01 4.2486580000e-01 4.1437671491e+00 3.5877132207e+00 1.3906690801e+00 -6.3972910000e-05 6.9944200000e-05 0.0000000000e+00
-6.0000000000e-04 6.6662895027e+04 1.2351037000e-02 5.8758400000e-03 6.4419300000e-03 7.5744552210e-01 4.2486604000e-01 4.1428029874e+00 3.5864797119e+00 1.3896539465e+00 -6.3904339000e-05 6.9974000000e-05 0.0000000000e+00
-5.9000000000e-04 6.6662882488e+04 1.2366256000e-02 5.8785400000e-03 6.4513300000e-03 7.5742768260e-01 4.2486628000e-01 4.1418193302e+00 3.5852541852e+00 1.3886404945e+00 -6.3835470000e-05 7.0003100000e-05 0.0000000000e+00
-5.8000000000e-04 6.6662867703e+04 1.2384177000e-02 5.8812000000e-03 6.4606800000e-03 7.5740977200e-01 4.2486652000e-01 4.1408622804e+00 3.5840488381e+00 1.3876358673e+00 -6.3766310000e-05 7.0030400000e-05 0.0000000000e+00
-5.7000000000e-04 6.6662850605e+04 1.2404870000e-02 5.8838400000e-03 6.4699900000e-03 7.5739178970e-01 4.2486677000e-01 4.1398795707e+00 3.5828459353e+00 1.3866349677e+00 -6.3696858000e-05 7.0057200000e-05 0.0000000000e+00
-5.6000000000e-04 6.6662831123e+04 1.2428405000e-02 5.8864500000e-03 6.4792500000e-03 7.5737373660e-01 4.2486701000e-01 4.1389165490e+00 3.5816571276e+00 1.3856394386e+00 -6.3627090000e-05 7.0082300000e-05 0.0000000000e+00
-5.5000000000e-04 6.6662809190e+04 1.2454849000e-02 5.8890300000e-03 6.4884100000e-03 7.5735561330e-01 4.2486726000e-01 4.1379734373e+00 3.5804466928e+00 1.3846550920e+00 -6.3556958000e-05 7.0105900000e-05 0.0000000000e+00
-5.4000000000e-04 6.6662784731e+04 1.2484271000e-02 5.8915700000e-03 6.4974500000e-03 7.5733742070e-01 4.2486751000e-01 4.1370384037e+00 3.5792951159e+00 1.3836867631e+00 -6.3486417000e-05 7.0128000000e-05 0.0000000000e+00
-5.3000000000e-04 6.6662757676e+04 1.2516736000e-02 5.8940600000e-03 6.5063400000e-03 7.5731916000e-01 4.2486777000e-01 4.1361376410e+00 3.5781616689e+00 1.3827424603e+00 -6.3415426000e-05 7.0148600000e-05 0.0000000000e+00
-5.2000000000e-04 6.6662727957e+04 1.2552301000e-02 5.8964900000e-03 6.5150400000e-03 7.5730083360e-01 4.2486802000e-01 4.1352405802e+00 3.5770114384e+00 1.3818130152e+00 -6.3343712000e-05 7.0167700000e-05 0.0000000000e+00
-5.1000000000e-04 6.6662695547e+04 1.2590971000e-02 5.8988900000e-03 6.5235500000e-03 7.5728244080e-01 4.2486828000e-01 4.1343892526e+00 3.5759521937e+00 1.3809133266e+00 -6.3271724000e-05 7.0185500000e-05 0.0000000000e+00
-5.0000000000e-04 6.6662662374e+04 1.2630430000e-02 5.9012400000e-03 6.5318500000e-03 7.5726398440e-01 4.2486854000e-01 4.1335474768e+00 3.5748811091e+00 1.3800364690e+00 -6.3199205000e-05 7.0202100000e-05 0.0000000000e+00
-4.9000000000e-04 6.6662629412e+04 1.2669515000e-02 5.9035400000e-03 6.5399100000e-03 7.5724546610e-01 4.2486880000e-01 4.1327343548e+00 3.5738460909e+00 1.3791869224e+00 -6.3126147000e-05 7.0217400000e-05 0.0000000000e+00
-4.8000000000e-04 6.6662596687e+04 1.2708201000e-02 5.9057900000e-03 6.5477400000e-03 7.5722688750e-01 4.2486906000e-01 4.1319436355e+00 3.5728729133e+00 1.3783716041e+00 -6.3052570000e-05 7.0231700000e-05 0.0000000000e+00
-4.7000000000e-04 6.6662564218e+04 1.2746469000e-02 5.9079800000e-03 6.5553400000e-03 7.5720825020e-01 4.2486932000e-01 4.1312136261e+00 3.5719049965e+00 1.3775839371e+00 -6.2978493000e-05 7.0244800000e-05 0.0000000000e+00
-4.6000000000e-04 6.6662532025e+04 1.2784297000e-02 5.9101300000e-03 6.5627300000e-03 7.5718955570e-01 4.2486959000e-01 4.1304553244e+00 3.5709818545e+00 1.3768206757e+00 -6.2903932000e-05 7.0256900000e-05 0.0000000000e+00
-4.5000000000e-04 6.6662500132e+04 1.2821664000e-02 5.9122200000e-03 6.5699000000e-03 7.5717080570e-01 4.2486986000e-01 4.1297826814e+00 3.5700897607e+00 1.3760819579e+00 -6.2828903000e-05 7.0267900000e-05 0.0000000000e+00
-4.4000000000e-04 6.6662468557e+04 1.2858550000e-02 5.9142600000e-03 6.5768600000e-03 7.5715200190e-01 4.2487013000e-01 4.1291200729e+00 3.5692483447e+00 1.3753761526e+00 -6.2753420000e-05 7.0278000000e-05 0.0000000000e+00
-4.3000000000e-04 6.6662437323e+04 1.2894935000e-02 5.9162500000e-03 6.5836000000e-03 7.5713314570e-01 4.2487040000e-01 4.1285049488e+00 3.5684008212e+00 1.3746964076e+00 -6.2677497000e-05 7.0287100000e-05 0.0000000000e+00
-4.2000000000e-04 6.6662406449e+04 1.2930799000e-02 5.9181900000e-03 6.5901300000e-03 7.5711423910e-01 4.2487067000e-01 4.1279310221e+00 3.5676039340e+00 1.3740346447e+00 -6.2601135000e-05 7.0295400000e-05 0.0000000000e+00
-4.1000000000e-04 6.6662375957e+04 1.2966122000e-02 5.9200800000e-03 6.5964100000e-03 7.5709528390e-01 4.2487094000e-01 4.1273613773e+00 3.5668482460e+00 1.3734083693e+00 -6.2524309000e-05 7.0302700000e-05 0.0000000000e+00
-4.0000000000e-04 6.6662345870e+04 1.3000883000e-02 5.9219100000e-03 6.6024300000e-03 7.5707628240e-01 4.2487122000e-01 4.1268093883e+00 3.5661142003e+00 1.3728142589e+00 -6.2446996000e-05 7.0309300000e-05 0.0000000000e+00
-3.9000000000e-04 6.6662316208e+04 1.3035061000e-02 5.9236800000e-03 6.6081700000e-03 7.5705723680e-01 4.2487149000e-01 4.1263185615e+00 3.5654435285e+00 1.3722486785e+00 -6.2369175000e-05 7.0315100000e-05 0.0000000000e+00
-3.8000000000e-04 6.6662286992e+04 1.3068638000e-02 5.9254000000e-03 6.6136100000e-03 7.5703814960e-01 4.2487177000e-01 4.1258326570e+00 3.5648100336e+00 1.3717193485e+00 -6.2290835000e-05 7.0320200000e-05 0.0000000000e+00
